PNR,baggage_id,first_name,last_name,org_airport,dest_airport,flt_code,flt_seq_num,dep_date
DCRJL9,5357888082,Amanda,Jennings,RSW,ATL,UA0760,1,2/23/23
DCRJL9,5357888082,Amanda,Jennings,ATL,SFO,UA0234,2,2/21/23
5TZ32B,6332137332,Susan,Burns,CLE,CWA,UA0656,1,2/25/23
5TZ32B,6332137332,Susan,Burns,CWA,ROC,UA0993,2,2/21/23
7YA9N1,4169488182,Erin,Floyd,DAL,FLL,UA0290,1,2/22/23
7YA9N1,4169488182,Erin,Floyd,FLL,SBN,UA0572,2,2/21/23
LYA0YO,7553252666,Wendy,Stout,MDT,ATL,UA0553,1,2/22/23
LYA0YO,7553252666,Wendy,Stout,ATL,BTV,UA0225,2,2/21/23
2DX04A,7617685712,Carlos,Cole,BHM,TPA,UA0435,1,2/24/23
2DX04A,7617685712,Carlos,Cole,TPA,OMA,UA0156,2,2/21/23
I13C8O,3292688200,Justin,Mcclure,SAN,LAX,UA0266,1,2/21/23
I13C8O,3292688200,Justin,Mcclure,LAX,GSP,UA0983,2,2/21/23
92PW0U,8104135881,Jennifer,Terry,SLC,ECP,UA0837,1,2/24/23
92PW0U,8104135881,Jennifer,Terry,ECP,AGS,UA0562,2,2/21/23
6VEW3R,4640370701,Cory,Johnson,LGA,BNA,UA0156,1,2/21/23
6VEW3R,4640370701,Cory,Johnson,BNA,ACT,UA0222,2,2/21/23
4NQEYJ,262353115,James,Mitchell,MYR,IAD,UA0129,1,2/23/23
4NQEYJ,262353115,James,Mitchell,IAD,MSP,UA0763,2,2/21/23
6L7IGZ,919694459,Justin,Rhodes,LAX,EUG,UA0557,1,2/22/23
6L7IGZ,919694459,Justin,Rhodes,EUG,MHT,UA0378,2,2/21/23
RI2MW3,8738097599,Tracy,Robinson,MDT,AVL,UA0800,1,2/23/23
RI2MW3,8738097599,Tracy,Robinson,AVL,OKC,UA0688,2,2/21/23
GMW0SB,4961052917,Robert,Brown,GSP,BUF,UA0560,1,2/23/23
GMW0SB,4961052917,Robert,Brown,BUF,PSP,UA0366,2,2/21/23
KJG8VA,2442418810,Marie,Butler,GSP,DCA,UA0004,1,2/24/23
KJG8VA,2442418810,Marie,Butler,DCA,AUS,UA0620,2,2/21/23
D35JLW,7192473216,Bobby,Lawrence,SJC,IAD,UA0209,1,2/24/23
D35JLW,7192473216,Bobby,Lawrence,IAD,BHM,UA0076,2,2/21/23
8ANJ9U,8929440162,Christopher,Taylor,BNA,DTW,UA0496,1,2/22/23
8ANJ9U,8929440162,Christopher,Taylor,DTW,BNA,UA0991,2,2/21/23
ZMN69A,1698918255,Anna,Martinez,SDF,GSP,UA0770,1,2/23/23
ZMN69A,1698918255,Anna,Martinez,GSP,JAC,UA0605,2,2/21/23
OWGWWV,7479709368,Roger,Bailey,SBN,MEM,UA0035,1,2/25/23
OWGWWV,7479709368,Roger,Bailey,MEM,GRR,UA0193,2,2/21/23
1S76J6,815593534,Denise,Simpson,PDX,YUM,UA0067,1,2/25/23
1S76J6,815593534,Denise,Simpson,YUM,ONT,UA0633,2,2/21/23
Q0QBQE,9886843303,Lonnie,Gonzales,MFE,ELP,UA0460,1,2/21/23
Q0QBQE,9886843303,Lonnie,Gonzales,ELP,MSP,UA0077,2,2/21/23
Y40OFO,5060387562,Corey,Fox,JFK,BZN,UA0374,1,2/22/23
Y40OFO,5060387562,Corey,Fox,BZN,TPA,UA0933,2,2/21/23
QWK9YM,3310315180,Erin,Rivera,BUF,SFO,UA0072,1,2/22/23
QWK9YM,3310315180,Erin,Rivera,SFO,CLE,UA0818,2,2/21/23
7G0ZTV,2887743242,Travis,West,LGA,PDX,UA0397,1,2/25/23
7G0ZTV,2887743242,Travis,West,PDX,LGB,UA0227,2,2/21/23
3PMFJD,1572174666,Melissa,Taylor,RIC,LGA,UA0214,1,2/22/23
3PMFJD,1572174666,Melissa,Taylor,LGA,PHL,UA0790,2,2/21/23
H0TJRD,1699756188,Linda,Peterson,GRB,BTV,UA0790,1,2/25/23
H0TJRD,1699756188,Linda,Peterson,BTV,DCA,UA0857,2,2/21/23
RM7F58,1482816632,Jennifer,Jones,FLL,BOS,UA0742,1,2/24/23
RM7F58,1482816632,Jennifer,Jones,BOS,MDT,UA0494,2,2/21/23
J98CNA,6499800578,Sarah,James,LGA,BWI,UA0263,1,2/24/23
J98CNA,6499800578,Sarah,James,BWI,SAT,UA0399,2,2/21/23
PXPFE8,6693618628,Carrie,Richard,MKE,JFK,UA0796,1,2/25/23
PXPFE8,6693618628,Carrie,Richard,JFK,PIT,UA0775,2,2/21/23
QLJ5K6,8305650572,Wanda,Duran,LGB,MKE,UA0729,1,2/25/23
QLJ5K6,8305650572,Wanda,Duran,MKE,FLL,UA0310,2,2/21/23
YNB4X6,3227985421,Scott,Smith,BOS,FLL,UA0877,1,2/25/23
YNB4X6,3227985421,Scott,Smith,FLL,SJC,UA0192,2,2/21/23
AB3IF4,1628211683,Michael,Reese,ELP,MKE,UA0853,1,2/23/23
AB3IF4,1628211683,Michael,Reese,MKE,PHX,UA0038,2,2/21/23
PCT4HM,8271657809,Amber,Brady,FAR,YUM,UA0352,1,2/23/23
PCT4HM,8271657809,Amber,Brady,YUM,BUF,UA0824,2,2/21/23
J3OMJE,2356229589,Jamie,Craig,LAS,SBN,UA0205,1,2/22/23
J3OMJE,2356229589,Jamie,Craig,SBN,BLI,UA0033,2,2/21/23
B078RH,3941485972,Kyle,Peterson,CMH,LAX,UA0289,1,2/24/23
B078RH,3941485972,Kyle,Peterson,LAX,BHM,UA0059,2,2/21/23
XRBUZJ,1498237185,Randy,Mckee,SAT,GSP,UA0151,1,2/25/23
XRBUZJ,1498237185,Randy,Mckee,GSP,MCO,UA0352,2,2/21/23
D8757B,1266129114,Sandra,Mann,ICT,JFK,UA0603,1,2/22/23
D8757B,1266129114,Sandra,Mann,JFK,MFE,UA0855,2,2/21/23
161BX9,2999065365,Thomas,Smith,RSW,SEA,UA0623,1,2/22/23
161BX9,2999065365,Thomas,Smith,SEA,FNT,UA0169,2,2/21/23
PI0DU0,7132728606,Abigail,Beard,FWA,FNT,UA0409,1,2/23/23
PI0DU0,7132728606,Abigail,Beard,FNT,DFW,UA0414,2,2/21/23
UIER19,161052577,Joshua,Woods,HNL,MSY,UA0026,1,2/24/23
UIER19,161052577,Joshua,Woods,MSY,EVV,UA0469,2,2/21/23
6BZX82,5529685766,Ashley,Fields,FNT,DAL,UA0692,1,2/21/23
6BZX82,5529685766,Ashley,Fields,DAL,SNA,UA0702,2,2/21/23
NQ1X9Q,8626482596,Patricia,Serrano,TUL,HRL,UA0951,1,2/25/23
NQ1X9Q,8626482596,Patricia,Serrano,HRL,JAX,UA0885,2,2/21/23
Z3F6PI,2169712929,Grace,Watson,SFO,SDF,UA0776,1,2/25/23
Z3F6PI,2169712929,Grace,Watson,SDF,AGS,UA0094,2,2/21/23
L47XJ8,104259051,Amber,White,AVL,EWR,UA0122,1,2/24/23
L47XJ8,104259051,Amber,White,EWR,MHT,UA0837,2,2/21/23
RIXYTJ,4724747372,Stanley,Hood,AUS,GPT,UA0072,1,2/21/23
RIXYTJ,4724747372,Stanley,Hood,GPT,RSW,UA0411,2,2/21/23
HDY2CS,9424799332,Gina,Delacruz,IAD,OKC,UA0442,1,2/21/23
HDY2CS,9424799332,Gina,Delacruz,OKC,MHT,UA0560,2,2/21/23
9GW0UM,7764845376,Maria,Chavez,MYR,SAT,UA0286,1,2/24/23
9GW0UM,7764845376,Maria,Chavez,SAT,FWA,UA0065,2,2/21/23
RK0OIB,7973719271,Dorothy,Parker,GRR,PHX,UA0101,1,2/22/23
RK0OIB,7973719271,Dorothy,Parker,PHX,PIT,UA0126,2,2/21/23
D8AEH5,7542326346,Robin,Nelson,TPA,BOS,UA0382,1,2/23/23
D8AEH5,7542326346,Robin,Nelson,BOS,CMH,UA0938,2,2/21/23
B92872,3545575186,Jessica,Williams,IND,SAT,UA0884,1,2/22/23
B92872,3545575186,Jessica,Williams,SAT,SAN,UA0330,2,2/21/23
UNYIDY,1346950992,Jeremy,Sheppard,SDF,CAE,UA0147,1,2/21/23
UNYIDY,1346950992,Jeremy,Sheppard,CAE,MEM,UA0906,2,2/21/23
VZRXCY,5883699904,Robert,Bryan,SAV,ILM,UA0527,1,2/25/23
VZRXCY,5883699904,Robert,Bryan,ILM,BZN,UA0435,2,2/21/23
QZ4V25,1143836309,Melanie,Anderson,PIT,RNO,UA0103,1,2/25/23
QZ4V25,1143836309,Melanie,Anderson,RNO,DTW,UA0908,2,2/21/23
2TZRW1,7458836295,Lisa,Brown,RDU,SLC,UA0225,1,2/21/23
2TZRW1,7458836295,Lisa,Brown,SLC,IND,UA0563,2,2/21/23
ZIUE8Y,9719256709,Crystal,Kline,SEA,MHT,UA0731,1,2/24/23
ZIUE8Y,9719256709,Crystal,Kline,MHT,JFK,UA0476,2,2/21/23
E2E1VS,6097120103,Christy,Thomas,PBI,SMF,UA0485,1,2/24/23
E2E1VS,6097120103,Christy,Thomas,SMF,LAX,UA0293,2,2/21/23
C7Y9ZK,9683030457,Jaime,Morales,IAD,AGS,UA0934,1,2/25/23
C7Y9ZK,9683030457,Jaime,Morales,AGS,PHX,UA0994,2,2/21/23
BKS61M,374941782,Donald,Lewis,DCA,TUL,UA0290,1,2/24/23
BKS61M,374941782,Donald,Lewis,TUL,CLE,UA0900,2,2/21/23
BU56EI,4938894365,Nicholas,Myers,MFE,MEM,UA0159,1,2/23/23
BU56EI,4938894365,Nicholas,Myers,MEM,DEN,UA0496,2,2/21/23
S24E7N,9207800274,John,Hampton,STL,BZN,UA0473,1,2/22/23
S24E7N,9207800274,John,Hampton,BZN,CWA,UA0143,2,2/21/23
Q63YHF,964644282,Raymond,Hawkins,ELP,MCI,UA0952,1,2/23/23
Q63YHF,964644282,Raymond,Hawkins,MCI,ROC,UA0226,2,2/21/23
R1WITV,4061357503,Glenn,Friedman,DEN,PSP,UA0581,1,2/21/23
R1WITV,4061357503,Glenn,Friedman,PSP,DFW,UA0513,2,2/21/23
RO0RVX,7069363833,Kristina,Barnett,SAN,SLC,UA0090,1,2/25/23
RO0RVX,7069363833,Kristina,Barnett,SLC,SNA,UA0440,2,2/21/23
NKHQAJ,8891120514,Donna,Taylor,GPT,BTV,UA0451,1,2/24/23
NKHQAJ,8891120514,Donna,Taylor,BTV,AUS,UA0338,2,2/21/23
DXUVGV,1012834582,Alexis,Rivas,SLC,MIA,UA0600,1,2/21/23
DXUVGV,1012834582,Alexis,Rivas,MIA,PDX,UA0228,2,2/21/23
YPLU7P,2476865082,Tara,Frank,JAC,MDT,UA0518,1,2/25/23
YPLU7P,2476865082,Tara,Frank,MDT,PBI,UA0251,2,2/21/23
QN1W1V,4653171686,Janet,Gibson,MLI,ONT,UA0883,1,2/25/23
QN1W1V,4653171686,Janet,Gibson,ONT,ROC,UA0100,2,2/21/23
8K6QKM,9289380027,Patrick,Clark,EVV,AUS,UA0321,1,2/24/23
8K6QKM,9289380027,Patrick,Clark,AUS,SAV,UA0618,2,2/21/23
LIZHHV,2595877568,Michael,Smith,BUF,TUL,UA0879,1,2/23/23
LIZHHV,2595877568,Michael,Smith,TUL,PSP,UA0720,2,2/21/23
ZQN4S4,8178098890,Christopher,Miller,BZN,DCA,UA0817,1,2/23/23
ZQN4S4,8178098890,Christopher,Miller,DCA,GSP,UA0413,2,2/21/23
GHR243,4543835542,Christina,Ramirez,CLE,MEM,UA0335,1,2/25/23
GHR243,4543835542,Christina,Ramirez,MEM,HNL,UA0784,2,2/21/23
51EOU7,9695212924,Nicole,Cobb,GSP,SAN,UA0700,1,2/21/23
51EOU7,9695212924,Nicole,Cobb,SAN,HNL,UA0639,2,2/21/23
3WZUAX,9079204397,Katherine,Hill,BWI,BZN,UA0989,1,2/22/23
3WZUAX,9079204397,Katherine,Hill,BZN,AUS,UA0621,2,2/21/23
4OA7QN,8388000087,Victor,Jones,JAX,PHX,UA0761,1,2/25/23
4OA7QN,8388000087,Victor,Jones,PHX,ALB,UA0390,2,2/21/23
F3XMU5,5298342328,Pamela,Nguyen,FAR,HSV,UA0107,1,2/24/23
F3XMU5,5298342328,Pamela,Nguyen,HSV,MHT,UA0488,2,2/21/23
V82YRK,1256878130,Richard,Mcmillan,BOS,MKE,UA0634,1,2/22/23
V82YRK,1256878130,Richard,Mcmillan,MKE,BUF,UA0204,2,2/21/23
VOG2F9,6562945336,Catherine,Haley,YUM,SEA,UA0006,1,2/21/23
VOG2F9,6562945336,Catherine,Haley,SEA,BLI,UA0080,2,2/21/23
KB5OSG,4807567299,Lisa,Gillespie,SNA,TLH,UA0382,1,2/25/23
KB5OSG,4807567299,Lisa,Gillespie,TLH,EWR,UA0425,2,2/21/23
BP6HXO,8483208447,Joseph,Cohen,DSM,PHL,UA0802,1,2/24/23
BP6HXO,8483208447,Joseph,Cohen,PHL,BUF,UA0667,2,2/21/23
6X0T3Z,1671535494,Ryan,Taylor,JAX,ILM,UA0154,1,2/23/23
6X0T3Z,1671535494,Ryan,Taylor,ILM,LAS,UA0058,2,2/21/23
4TF1IX,4331088739,Brenda,Juarez,YUM,MCI,UA0549,1,2/25/23
4TF1IX,4331088739,Brenda,Juarez,MCI,ICT,UA0644,2,2/21/23
T5O0HG,3414761184,Courtney,Reed,PHX,CAE,UA0964,1,2/23/23
T5O0HG,3414761184,Courtney,Reed,CAE,SAN,UA0236,2,2/21/23
ERT6S3,8587122337,Melissa,Luna,DEN,RNO,UA0478,1,2/23/23
ERT6S3,8587122337,Melissa,Luna,RNO,MCI,UA0023,2,2/21/23
8KN8MN,3105463988,Max,Molina,DEN,BTV,UA0903,1,2/24/23
8KN8MN,3105463988,Max,Molina,BTV,RIC,UA0607,2,2/21/23
X1Q7KD,1449698632,Paula,Nguyen,DAL,LGA,UA0714,1,2/25/23
X1Q7KD,1449698632,Paula,Nguyen,LGA,RIC,UA0153,2,2/21/23
DZ3OMR,112035839,Lisa,Parsons,SLC,SAN,UA0949,1,2/25/23
DZ3OMR,112035839,Lisa,Parsons,SAN,SNA,UA0719,2,2/21/23
EZ4GYH,1199939075,Glenn,Weaver,ORF,OKC,UA0505,1,2/22/23
EZ4GYH,1199939075,Glenn,Weaver,OKC,SBN,UA0787,2,2/21/23
P2LPG3,1406477450,Jessica,Jones,BTV,AGS,UA0848,1,2/23/23
P2LPG3,1406477450,Jessica,Jones,AGS,DAL,UA0779,2,2/21/23
8A3J47,883339012,Timothy,Baker,BUF,BWI,UA0797,1,2/23/23
8A3J47,883339012,Timothy,Baker,BWI,SAT,UA0672,2,2/21/23
HFCDQ7,210532255,Laura,Johnson,BUF,BTV,UA0660,1,2/21/23
HFCDQ7,210532255,Laura,Johnson,BTV,MCI,UA0947,2,2/21/23
XR1ZW9,1492969606,Zachary,Cantu,ABQ,PSP,UA0937,1,2/23/23
XR1ZW9,1492969606,Zachary,Cantu,PSP,LGB,UA0329,2,2/21/23
E4VJD6,7829722001,Kenneth,Stark,BWI,STL,UA0101,1,2/23/23
E4VJD6,7829722001,Kenneth,Stark,STL,BOS,UA0160,2,2/21/23
NFBTBU,2510507744,Barry,Long,DEN,AVL,UA0477,1,2/24/23
NFBTBU,2510507744,Barry,Long,AVL,OMA,UA0894,2,2/21/23
NNKVBS,81497746,Rodney,Cantu,OAK,ONT,UA0867,1,2/23/23
NNKVBS,81497746,Rodney,Cantu,ONT,CLE,UA0538,2,2/21/23
66XQUC,9658390700,Duane,Myers,RDU,MCO,UA0471,1,2/22/23
66XQUC,9658390700,Duane,Myers,MCO,FNT,UA0863,2,2/21/23
V8JNU7,1970527780,Cindy,Beltran,PHL,DFW,UA0025,1,2/21/23
V8JNU7,1970527780,Cindy,Beltran,DFW,PDX,UA0800,2,2/21/23
JZT4JP,4777866642,John,Turner,FLL,SBN,UA0738,1,2/22/23
JZT4JP,4777866642,John,Turner,SBN,BOS,UA0657,2,2/21/23
T8VJZ7,3748289832,Jacob,Johnson,AUS,ACT,UA0636,1,2/25/23
T8VJZ7,3748289832,Jacob,Johnson,ACT,ALB,UA0720,2,2/21/23
NMOAKP,5409805408,Megan,Hardy,LAX,MIA,UA0899,1,2/25/23
NMOAKP,5409805408,Megan,Hardy,MIA,PDX,UA0038,2,2/21/23
CZ62QR,5702437737,Alice,Brown,JAN,TLH,UA0624,1,2/21/23
CZ62QR,5702437737,Alice,Brown,TLH,MCI,UA0975,2,2/21/23
2WJAEW,1724378931,William,Miller,OAK,MEM,UA0870,1,2/21/23
2WJAEW,1724378931,William,Miller,MEM,PHX,UA0218,2,2/21/23
9KSHRP,9591450745,Stephanie,Decker,JAX,MCO,UA0726,1,2/22/23
9KSHRP,9591450745,Stephanie,Decker,MCO,SEA,UA0904,2,2/21/23
1GXIT9,9921449243,Edward,Campbell,SLC,HRL,UA0474,1,2/25/23
1GXIT9,9921449243,Edward,Campbell,HRL,LGB,UA0772,2,2/21/23
YMM2J3,5193028994,Dennis,Wilson,SFO,ORF,UA0404,1,2/22/23
YMM2J3,5193028994,Dennis,Wilson,ORF,SBN,UA0542,2,2/21/23
ED54PS,6945789250,Aaron,Brown,BUF,ABQ,UA0757,1,2/24/23
ED54PS,6945789250,Aaron,Brown,ABQ,IND,UA0099,2,2/21/23
Q6SA4Q,3615197324,Lori,Hunt,ECP,SFO,UA0797,1,2/23/23
Q6SA4Q,3615197324,Lori,Hunt,SFO,SJC,UA0436,2,2/21/23
TTAZZN,817118875,Tiffany,Farrell,TLH,TPA,UA0176,1,2/24/23
TTAZZN,817118875,Tiffany,Farrell,TPA,TLH,UA0152,2,2/21/23
LCNQKX,1797400370,Julie,Johnson,SJC,SFO,UA0095,1,2/24/23
LCNQKX,1797400370,Julie,Johnson,SFO,RSW,UA0171,2,2/21/23
33M0V3,1830504483,Rebecca,Fisher,STL,CLE,UA0734,1,2/25/23
33M0V3,1830504483,Rebecca,Fisher,CLE,MCI,UA0557,2,2/21/23
B7A2VV,9183212541,Jonathan,Carter,PBI,GRB,UA0018,1,2/22/23
B7A2VV,9183212541,Jonathan,Carter,GRB,CWA,UA0243,2,2/21/23
2R606L,9109158534,Stephen,Wright,BZN,AUS,UA0523,1,2/25/23
2R606L,9109158534,Stephen,Wright,AUS,SBN,UA0936,2,2/21/23
6J769U,3243083623,James,Fitzpatrick,GRR,PIT,UA0424,1,2/25/23
6J769U,3243083623,James,Fitzpatrick,PIT,MSY,UA0917,2,2/21/23
RSUJT6,1181739712,James,Klein,BOS,TPA,UA0351,1,2/23/23
RSUJT6,1181739712,James,Klein,TPA,SAT,UA0413,2,2/21/23
BXZ3ED,4632823788,Alyssa,Miller,SEA,MFE,UA0762,1,2/22/23
BXZ3ED,4632823788,Alyssa,Miller,MFE,ATL,UA0433,2,2/21/23
HWMIKO,4241128772,Jessica,Phelps,BLI,GRB,UA0233,1,2/22/23
HWMIKO,4241128772,Jessica,Phelps,GRB,MDT,UA0758,2,2/21/23
T57QZC,6252126369,Sue,Murphy,MDT,IND,UA0957,1,2/22/23
T57QZC,6252126369,Sue,Murphy,IND,MSP,UA0212,2,2/21/23
U1E9T5,8610233232,Crystal,Burton,PHX,MCI,UA0142,1,2/24/23
U1E9T5,8610233232,Crystal,Burton,MCI,SAN,UA0706,2,2/21/23
44CTNF,4262711634,Christopher,Howard,TPA,SLC,UA0107,1,2/21/23
44CTNF,4262711634,Christopher,Howard,SLC,MEM,UA0682,2,2/21/23
LM4C1T,1445112258,Lauren,Davis,ONT,EVV,UA0401,1,2/22/23
LM4C1T,1445112258,Lauren,Davis,EVV,STL,UA0997,2,2/21/23
1P0KAR,1214214391,Julie,Clark,AGS,STL,UA0816,1,2/23/23
1P0KAR,1214214391,Julie,Clark,STL,BLI,UA0779,2,2/21/23
BXNVUS,6686744142,Jennifer,Tyler,GRR,TUL,UA0447,1,2/25/23
BXNVUS,6686744142,Jennifer,Tyler,TUL,CWA,UA0207,2,2/21/23
MOY77K,4701416394,Travis,Hubbard,PHL,SNA,UA0678,1,2/23/23
MOY77K,4701416394,Travis,Hubbard,SNA,ORF,UA0719,2,2/21/23
KS72VV,9162926307,Brian,Glover,HNL,BUF,UA0401,1,2/24/23
KS72VV,9162926307,Brian,Glover,BUF,MKE,UA0150,2,2/21/23
JHP6RF,8390533397,Monique,Smith,SDF,LAS,UA0916,1,2/22/23
JHP6RF,8390533397,Monique,Smith,LAS,SLC,UA0902,2,2/21/23
85XKNE,4824151867,Heather,Frederick,RSW,OAK,UA0546,1,2/22/23
85XKNE,4824151867,Heather,Frederick,OAK,RNO,UA0177,2,2/21/23
Z9FUJZ,8693851069,Kevin,Anderson,MLI,TPA,UA0029,1,2/24/23
Z9FUJZ,8693851069,Kevin,Anderson,TPA,MKE,UA0507,2,2/21/23
8IHBAK,1779090103,Angela,Brooks,LGA,FAR,UA0543,1,2/23/23
8IHBAK,1779090103,Angela,Brooks,FAR,ILM,UA0250,2,2/21/23
Q5GXLY,3472073914,Elaine,Guerrero,MCO,PSP,UA0477,1,2/23/23
Q5GXLY,3472073914,Elaine,Guerrero,PSP,SAN,UA0192,2,2/21/23
2PZGFV,7465581949,Nicole,Hernandez,PDX,BLI,UA0226,1,2/23/23
2PZGFV,7465581949,Nicole,Hernandez,BLI,SNA,UA0921,2,2/21/23
7VIVQ1,3265750452,Carrie,Hodge,CLT,RNO,UA0116,1,2/25/23
7VIVQ1,3265750452,Carrie,Hodge,RNO,MDT,UA0381,2,2/21/23
N2Z8Y4,3872660183,Connor,Meyer,BOS,DTW,UA0370,1,2/22/23
N2Z8Y4,3872660183,Connor,Meyer,DTW,IAD,UA0870,2,2/21/23
4BV2KL,3897285415,John,Sanchez,TPA,GPT,UA0077,1,2/24/23
4BV2KL,3897285415,John,Sanchez,GPT,ROC,UA0984,2,2/21/23
CQLR1N,8954191189,Cody,Oconnor,SJC,ILM,UA0850,1,2/25/23
CQLR1N,8954191189,Cody,Oconnor,ILM,GPT,UA0738,2,2/21/23
1UAVL1,9410093331,Sheila,Kelley,EUG,ECP,UA0842,1,2/24/23
1UAVL1,9410093331,Sheila,Kelley,ECP,MSP,UA0951,2,2/21/23
XDIYQG,2049063768,Robert,Stewart,BHM,FNT,UA0523,1,2/22/23
XDIYQG,2049063768,Robert,Stewart,FNT,DEN,UA0308,2,2/21/23
2FI7YY,6471219367,Antonio,Ford,CLE,BUF,UA0144,1,2/22/23
2FI7YY,6471219367,Antonio,Ford,BUF,CAE,UA0773,2,2/21/23
0G201O,547767126,Kimberly,Pineda,ROC,YUM,UA0872,1,2/25/23
0G201O,547767126,Kimberly,Pineda,YUM,CLE,UA0938,2,2/21/23
ITAE9V,9412118904,John,Esparza,MSY,OKC,UA0151,1,2/24/23
ITAE9V,9412118904,John,Esparza,OKC,MDT,UA0524,2,2/21/23
7NBYJS,4479713292,Jamie,Martin,DTW,SBN,UA0422,1,2/24/23
7NBYJS,4479713292,Jamie,Martin,SBN,AVL,UA0937,2,2/21/23
PW23R7,2125586258,Holly,Rodriguez,LAX,DEN,UA0503,1,2/22/23
PW23R7,2125586258,Holly,Rodriguez,DEN,LGB,UA0728,2,2/21/23
CJKQK2,8091605688,Amanda,Clark,BZN,DTW,UA0474,1,2/21/23
CJKQK2,8091605688,Amanda,Clark,DTW,GRB,UA0050,2,2/21/23
FKA3EE,7342358170,Kenneth,Rodriguez,PBI,MDT,UA0740,1,2/24/23
FKA3EE,7342358170,Kenneth,Rodriguez,MDT,OKC,UA0379,2,2/21/23
7YFRS2,2788794070,Jeffrey,Vang,DTW,SDF,UA0760,1,2/21/23
7YFRS2,2788794070,Jeffrey,Vang,SDF,TPA,UA0993,2,2/21/23
QAHFY9,608068754,Timothy,Hernandez,MFE,OAK,UA0977,1,2/23/23
QAHFY9,608068754,Timothy,Hernandez,OAK,ORD,UA0324,2,2/21/23
CYNY1V,9220753714,James,Martin,JAC,MHT,UA0677,1,2/21/23
CYNY1V,9220753714,James,Martin,MHT,MIA,UA0135,2,2/21/23
6YJZIF,3241963234,Mark,Moss,HRL,DFW,UA0594,1,2/21/23
6YJZIF,3241963234,Mark,Moss,DFW,JFK,UA0357,2,2/21/23
KHG9O4,9533913370,Richard,Williams,DSM,ELP,UA0865,1,2/22/23
KHG9O4,9533913370,Richard,Williams,ELP,SFO,UA0404,2,2/21/23
HV8KNH,9265454426,Diana,Guerrero,RDU,PBI,UA0713,1,2/24/23
HV8KNH,9265454426,Diana,Guerrero,PBI,JAC,UA0759,2,2/21/23
DMOHOA,8629044362,Betty,Johnson,CLE,YUM,UA0626,1,2/22/23
DMOHOA,8629044362,Betty,Johnson,YUM,CWA,UA0248,2,2/21/23
PD08AL,3322258000,Madison,Campbell,BTV,MKE,UA0423,1,2/22/23
PD08AL,3322258000,Madison,Campbell,MKE,SLC,UA0545,2,2/21/23
BRNAXG,844696879,Kelsey,Ortiz,ELP,ECP,UA0678,1,2/24/23
BRNAXG,844696879,Kelsey,Ortiz,ECP,ORD,UA0102,2,2/21/23
7B1AJD,8107975376,Zachary,Campos,ALB,GPT,UA0140,1,2/25/23
7B1AJD,8107975376,Zachary,Campos,GPT,SLC,UA0955,2,2/21/23
2Z6Z9D,2874238902,William,Pena,BZN,ILM,UA0371,1,2/24/23
2Z6Z9D,2874238902,William,Pena,ILM,EUG,UA0036,2,2/21/23
IFB88J,3891623420,Amber,Marshall,IND,GRB,UA0807,1,2/21/23
IFB88J,3891623420,Amber,Marshall,GRB,AVL,UA0502,2,2/21/23
3GILWF,5954208155,Cheryl,Haynes,JFK,CWA,UA0245,1,2/24/23
3GILWF,5954208155,Cheryl,Haynes,CWA,ROC,UA0352,2,2/21/23
WPNVC0,7920564531,Adam,Hoffman,PBI,LGB,UA0294,1,2/24/23
WPNVC0,7920564531,Adam,Hoffman,LGB,SJC,UA0103,2,2/21/23
1JZPF9,6265576220,Tony,Zamora,HSV,FNT,UA0516,1,2/21/23
1JZPF9,6265576220,Tony,Zamora,FNT,MDT,UA0906,2,2/21/23
CWZ9MP,6227679333,James,Joseph,RDU,BUF,UA0971,1,2/25/23
CWZ9MP,6227679333,James,Joseph,BUF,LAS,UA0890,2,2/21/23
Z6ERK8,9541013490,Troy,Barry,ALB,MKE,UA0506,1,2/24/23
Z6ERK8,9541013490,Troy,Barry,MKE,HRL,UA0408,2,2/21/23
6KC542,6893527269,Chad,Parker,ALB,HNL,UA0490,1,2/21/23
6KC542,6893527269,Chad,Parker,HNL,PBI,UA0817,2,2/21/23
7X46QS,777910524,Christopher,Cummings,CLT,AGS,UA0091,1,2/21/23
7X46QS,777910524,Christopher,Cummings,AGS,BWI,UA0427,2,2/21/23
EFTK7L,8199572480,Isaiah,Rollins,ICT,RSW,UA0052,1,2/21/23
EFTK7L,8199572480,Isaiah,Rollins,RSW,OAK,UA0266,2,2/21/23
YH982Q,3112233779,Scott,Anderson,SJC,FAR,UA0142,1,2/22/23
YH982Q,3112233779,Scott,Anderson,FAR,LGA,UA0888,2,2/21/23
BOS927,9923620871,Randy,Jackson,HNL,MLI,UA0526,1,2/22/23
BOS927,9923620871,Randy,Jackson,MLI,SNA,UA0831,2,2/21/23
AMRQK4,6131538195,Michael,Gray,BHM,CAE,UA0585,1,2/22/23
AMRQK4,6131538195,Michael,Gray,CAE,HNL,UA0844,2,2/21/23
N312ZW,8170449358,Thomas,Sanchez,BMI,SAT,UA0202,1,2/25/23
N312ZW,8170449358,Thomas,Sanchez,SAT,MYR,UA0225,2,2/21/23
A92RB1,8130631817,Kaitlyn,Hughes,SAN,GSP,UA0626,1,2/23/23
A92RB1,8130631817,Kaitlyn,Hughes,GSP,ORF,UA0802,2,2/21/23
BQGM0S,8022880812,Gregory,Rodriguez,PSP,OKC,UA0853,1,2/24/23
